rule,file,line,col,severity,message,suggestion,filter_reason
R01,3rdparty/p256-m/p256-m_driver_entrypoints.c,35,0,medium,Hardcoded key/buffer size macro 'PSA_PUBKEY_SIZE' value (65) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_core_path
R01,3rdparty/p256-m/p256-m_driver_entrypoints.c,37,0,medium,Hardcoded key/buffer size macro 'P256_PUBKEY_SIZE' value (64) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_core_path
R01,3rdparty/p256-m/p256-m_driver_entrypoints.c,38,0,medium,Hardcoded key/buffer size macro 'PRIVKEY_SIZE' value (32) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_core_path
R01,3rdparty/p256-m/p256-m_driver_entrypoints.c,39,0,medium,Hardcoded key/buffer size macro 'SHARED_SECRET_SIZE' value (32) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_core_path
R01,3rdparty/p256-m/p256-m_driver_entrypoints.c,40,0,medium,Hardcoded key/buffer size macro 'SIGNATURE_SIZE' value (64) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,47,4,medium,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,Implement crypto agility by adding ML-KEM or ML-DSA cases.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,76,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,81,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,88,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,116,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,131,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R03,3rdparty/p256-m/p256-m_driver_entrypoints.c,158,12,high,Stack-allocated crypto buffer 'public_key_buffer' of large size (P256_PUBKEY_SIZE) detected.,PQC keys/buffers are large; allocate on the heap or use caller-provided memory to prevent stack exhaustion.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,161,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,196,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,229,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_core_path
R07,3rdparty/p256-m/p256-m_driver_entrypoints.c,256,0,medium,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,Ensure the return value contract is validated (e.g. checking for non-zero status) before returning.,excluded_non_core_path
R03,3rdparty/p256-m/p256-m_driver_entrypoints.c,276,12,high,Stack-allocated crypto buffer 'public_key_buffer' of large size (PSA_PUBKEY_SIZE) detected.,PQC keys/buffers are large; allocate on the heap or use caller-provided memory to prevent stack exhaustion.,excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1212,29,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1212,47,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1233,36,high,Hardcoded key array size (32 bytes) for 'secret' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1234,42,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1323,28,high,Hardcoded key array size (64 bytes) for 'sig' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1323,51,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1397,36,high,Hardcoded key array size (64 bytes) for 'sig' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1397,59,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1475,39,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1483,40,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1492,37,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.c,1492,60,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,45,29,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,45,47,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,58,36,high,Hardcoded key array size (32 bytes) for 'secret' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,59,42,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,59,66,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,74,28,high,Hardcoded key array size (64 bytes) for 'sig' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,74,51,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,89,36,high,Hardcoded key array size (64 bytes) for 'sig' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,89,59,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,104,39,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,118,40,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,129,37,high,Hardcoded key array size (64 bytes) for 'pub' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,3rdparty/p256-m/p256-m/p256-m.h,129,60,high,Hardcoded key array size (32 bytes) for 'priv' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_non_core_path
R01,configs/config-ccm-psk-dtls1_2.h,75,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_PSK_MAX_LEN' value (16) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/config-ccm-psk-tls1_2.h,66,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_PSK_MAX_LEN' value (16) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/crypto-config-ccm-aes-sha256.h,20,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/crypto-config-ccm-aes-sha256.h,23,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RAW_DATA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,102,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,110,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,111,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RAW_DATA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,122,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,123,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,124,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,configs/ext/crypto_config_profile_medium.h,125,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_non_production_path
R01,include/mbedtls/chacha20.h,94,48,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/chacha20.h,181,47,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/chachapoly.h,127,50,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/cipher.h,236,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_MAX_KEY_LENGTH' value (64) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/cipher.h,238,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_MAX_KEY_LENGTH' value (32) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/cipher.h,311,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_KEY_BITLEN_SHIFT' value (6) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,59,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,60,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,61,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,62,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,66,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,74,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,78,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,79,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,80,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,81,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,82,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,165,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,170,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,171,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,172,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,174,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,219,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ARIA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,224,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_CAMELLIA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/config_adjust_psa_from_legacy.h,229,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DES' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/poly1305.h,92,48,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/poly1305.h,149,45,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,318,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_LEGACY_BREAK_HANDSHAKE' value (2) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,525,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_MSG_HANDSHAKE' value (22) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,538,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_ALERT_MSG_HANDSHAKE_FAILURE' value (40) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,611,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_TLS_EXT_PRE_SHARED_KEY' value (41) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,619,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_TLS_EXT_POST_HANDSHAKE_AUTH' value (49) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/mbedtls/ssl.h,621,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_TLS_EXT_KEY_SHARE' value (51) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_auto_enabled.h,16,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_auto_enabled.h,17,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_PASSWORD' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_auto_enabled.h,19,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RAW_DATA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,30,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,37,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,44,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,52,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,56,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,60,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,77,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,78,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,82,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,83,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,87,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_adjust_config_key_pair_types.h,88,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,118,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,119,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_PASSWORD' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
